name,abandonment,maintenance.score
psych,0,0.9
paypal-sdk-merchant,0,0.9
jubilee,0,0.6
nobrainer,0,1.0
expect4r,1,0.6
brightcontent-pages,0,0.8
brightcontent,0,0.9
qtbindings,0,0.9
morrisjs-rails,1,0.3
dusen,0,0.5
rjack-jetty-jsp,0,0.8
stretcher,0,0.3
redcarpet,0,1.0
awesome_nested_set,0,1.0
socialcast,0,1.0
sourcify,0,0.8
tiny_tds,0,0.9
lastfm,0,1.0
gaptool-server,0,0.9
mongomodel,0,0.6
negroku,0,0.4
domain_name,0,0.8
restfully,0,0.8
autoprefixer-rails,0,0.8
ngmoco-cache-money,1,0.5
xero_gateway,0,0.8
resque_spec,0,1.0
utils,0,1.0
rubygems-bundler,1,0.0
tweetlr,1,0.1
fech,0,0.7
croudia,1,0.1
mouse,1,0.2
delorean_lang,0,0.8
locomotive_plugins,1,0.6
net-ldap,0,1.0
hbase-jruby,0,1.0
cmess,1,0.6
libxml-ruby,0,0.7
rmagick,0,0.6
win32-api,1,0.2
fig,0,1.0
fig18,0,1.0
padrino-admin,0,1.0
mysql2,0,0.9
gosu,0,1.0
cassandra,1,0.4
jenkins-plugin-runtime,0,0.9
capifony,0,1.0
cauterize,0,0.6
retriable,0,0.9
mobilize-ssh,1,0.1
kiteditor,0,0.7
bootstrap-datetimepicker-rails,1,0.4
seeing_is_believing,0,0.9
scss-lint,0,0.9
tarantool-record,0,0.9
ricque,1,0.1
backbone-forms-on-rails,0,0.8
omniauth-cmply,1,0.7
tairu,0,0.8
rjack-zookeeper,0,1.0
dball-mail,0,0.9
librarian,1,0.2
rbbt-text,0,0.7
be9-awesome_nested_set,0,1.0
km-psych,0,0.9
wulffeld_kaminari,0,1.0
tism-will_paginate,0,1.0
ravendb,0,1.0
kurowski-patron,0,0.8
vim-nerdtree,0,1.0
ruby-fifo,0,0.7
piggly,0,0.7
judit-pickle,1,0.6
sensis-formtastic-rails3,0,0.9
fagiani-jekyll,0,0.9
remote_table-ruby19,0,0.6
morph-sdoc,0,0.9
css_parser_1.1.0,0,1.0
seisuke-whenever,0,0.9
edwardsa-acts-as-taggable-on,0,1.0
focused-test,0,0.9
zozo,1,0.6
para,0,0.4
shingara-devise,0,1.0
periodic,0,0.9
golem_statemachine,0,0.3
gjastrab-evergreen,1,0.9
ninject,0,1.0
acts-as-taggable-on-simonwh,0,1.0
dotless,0,1.0
opsb-email_spec,0,1.0
spree_social,0,0.9
fog-dragonfly,0,0.9
rtomayko-rdiscount,0,0.9
kaiwren-patron,0,0.9
kb-authlogic,0,1.0
capybara-screenshot-nocolor,0,1.0
fancy,1,0.6
rugged,0,1.0
ivanvc-devise,0,1.0
subcommand,0,0.9
nagios,1,0.0
amq-protocol,0,0.8
rag,1,0.2
vidibus-versioning,0,0.7
goodreads,0,0.8
miniskirt-mongoid,0,0.5
smith,0,0.7
guard-yard,1,0.2
chef-rundeck,0,0.6
remote_syslog,0,0.9
rgeo-geojson,0,0.9
kontoapi-ruby,1,0.4
clap,1,0.1
bing,1,0.2
adapter,0,0.6
rjack-nekohtml,0,0.8
io-extra,1,0.5
log-me,0,0.7
chute,0,0.6
linkedin2,1,0.2
lineage,0,0.6
license-generator,1,0.8
senha,0,0.9
vlad-extras,1,0.0
kpeg,0,0.7
has_vcards,1,0.1
abstract_class,1,0.4
trollied,1,0.2
yellowlab-princely,0,1.0
rltk,0,0.7
email_validation,1,0.4
buftok,1,0.0
guard-nanoc,0,0.4
inkscape_merge,0,0.5
base32_pure,1,0.0
osub,1,0.1
grant,0,0.3
markerb,0,0.9
thinreports,0,0.9
PageRankr,0,0.9
mongoid_token,0,0.9
text_captcha,0,1.0
got_fixed,1,0.1
spy,0,0.9
feed_satisfaction,1,0.0
mtrc,0,0.7
wbxml,1,0.1
crash-watch,0,0.9
rubystats,0,0.4
impressionist,0,1.0
aua,0,0.6
easy_diff,0,0.8
opentok,0,1.0
ttfunk,0,1.0
entity-storage,0,0.6
photo_mini_fb,0,1.0
ruby-tmdb,1,0.4
acts_as_votable,1,1.0
shop,1,0.6
db2fog,0,0.5
rfusefs,0,0.9
vines,1,0.5
tenacity,1,0.8
possessify,1,0.0
ParseTree,1,0.3
palett,1,0.0
keyring,0,0.5
sequel_pg,0,1.0
image_spec,1,0.0
rjack-xerces,0,0.9
toast,0,0.2
twurl,0,0.9
monocle,1,0.2
ulmul,1,0.8
library_stdnums,1,0.0
all_sorts,1,0.3
puret,1,0.0
nats,0,0.9
typeout,0,0.7
google-search,0,0.8
rack-accepts,1,0.1
rump,1,0.0
symbolize,1,0.1
simplificator-billboard-api,0,0.3
pubnub-ruby,0,0.5
profiles,1,0.1
the_little_streamer,1,0.3
acts_as_multipart_form,1,0.0
bbq,1,0.6
mislav-will_paginate,0,0.9
spree_address_book,0,1.0
cylon,1,0.3
email_validator,0,1.0
signal_tools,0,0.7
rtsp,0,0.7
banklink_lv,1,0.2
transloadit-rails,0,1.0
grempe-amazon-ec2,1,0.4
simpleidn,0,0.7
linguist_ruby,1,0.1
redis-settings,0,0.4
minitest-rg,0,0.6
marcandre-backports,0,0.7
eventable,1,0.4
rails_kindeditor,0,1.0
win32-event,0,0.9
phashion,1,0.8
vidibus-words,1,0.3
sunrise-cms,1,0.7
sinatra-subdomain,0,0.8
onstomp,0,0.7
jm81-paginate,1,0.8
yourls,1,0.0
flickraw,0,1.0
ftp_deploy,1,0.0
revo-seed-fu,0,1.0
nbt_utils,1,0.3
rsec-ext,0,0.6
gotime_aws,0,0.7
aspector,0,0.6
i18n_viz,0,0.9
pbkdf2,1,0.3
fspath-mac,1,0.8
lumberjack,0,0.8
gemma,0,0.7
rMeetup,1,0.5
mjfreshyfresh-contest,0,0.9
dialable,0,0.7
ritual,1,0.8
to_regexp,0,0.8
bacon,0,0.9
memoizable,1,0.0
rbhive,0,0.9
delayed_job_shallow_mongoid,0,0.8
nendo,1,0.7
fspath,1,0.7
greeb,1,0.9
gcstats,0,0.6
tictoc,1,0.2
dirty_history,1,0.0
dns-zonefile,0,0.4
snort-rule,1,0.3
iso-codes,0,1.0
wijet-thor,0,1.0
mongoid-devise,0,1.0
dcu-devise,0,1.0
path-email_spec,0,1.0
dmitryv-backup,0,1.0
ve,0,0.9
samlown-couchrest,0,0.8
tokenizer,0,1.0
lperichon-devise_invitable,0,1.0
merbjedi-compass,1,0.3
mac_bacon,0,0.5
tpitale-mongo_mapper,0,1.0
idsign-more,0,1.0
atomy,0,1.0
ruboto,0,0.9
thorsson-mongo_mapper,0,1.0
wakame-vdc-dcmgr,0,1.0
rails31-evergreen,1,0.8
social2social,1,0.5
github-widget,1,0.0
email_spec-tricycle,0,1.0
oahu-dragonfly,0,0.9
kbaum-resque-retry,0,1.0
searchlogic-heroku,1,0.7
dawanda-sqlite3,0,0.9
sundbp-whenever,0,0.9
whatToDo,1,0.0
simple-pages,0,0.9
machinator,1,0.8
pirj-sinatra-contrib,0,1.0
robsharp-flickr_fu,0,0.9
geokit-rails,0,1.0
rsl-stringex,0,0.9
rgrove-sanitize,0,1.0
booleanize,0,0.3
jnunemaker-mongomapper,0,0.9
knife-audit,0,0.3
streamly,1,0.2
glebm-sanitize,0,1.0
hierarchical_config,0,0.1
yahoo_stock,1,0.5
visionmedia-terminal-table,0,0.8
syrup,0,0.7
version_fu,1,0.1
unshorten,0,0.7
vidibus-permalink,0,0.9
mobi,0,0.6
mdify,0,1.0
rdp-win32screenshot,0,0.9
digest-tiger,0,0.6
mondrian-olap,0,0.8
ruby-metrics,1,0.2
structure,0,1.0
ruby-shadow,0,0.3
and-son,0,0.5
gandi,0,0.7
termup,1,0.8
tux,1,0.0
zeppelin,1,0.0
active_blog,0,0.4
torrentsync,0,0.5
rlid,1,0.4
braid,0,0.7
simply_useful,1,0.7
bicho,0,0.6
otto,1,0.5
gecoder,1,0.6
memflash,0,0.7
rxfhelper,0,0.8
slideshowpro,0,0.9
compass,1,0.0
jsduck,0,0.7
afm,1,0.1
parslet,0,0.2
cocaine,0,0.8
cldwalker-hirb,1,0.5
logglier,0,0.8
notifier,0,0.8
browser_detect,1,0.4
ruby-s3cmd,0,0.5
railsless-deploy,1,0.1
ripl,0,0.8
zendesk_remote_auth,1,0.4
rkerberos,0,0.6
rack-statsd,1,0.3
rubango,1,0.0
resto,1,0.9
harby,0,1.0
distribution,0,0.3
bbcoder,0,0.7
ayl,0,0.6
gmail-afurmanov,1,1.0
railhead_sanitize,1,0.3
shuber-interface,1,0.5
filesize,0,0.7
acme,0,0.6
truncate_html,0,0.9
dynamic_fieldsets,1,0.0
rb_webcam,0,0.5
ayl-rails,0,0.6
omniauth_crowd,0,1.0
jk-ferret,0,0.7
mongar,0,0.9
public_activity,0,1.0
bart,0,0.8
googlestaticmap,1,0.0
lolcat,0,1.0
js-routes,0,0.9
jamster-statsd,0,1.0
generator_spec,1,0.9
mm_geoip,1,0.4
resque-fairly,1,0.0
json-stream,1,0.0
nasl,0,0.8
esendex,0,0.6
carrierwave-sequel,0,0.8
decimal,0,0.7
delayed_acts_as_geocodable,0,0.7
sass-globbing,0,0.7
mv-test,1,0.1
preflight,0,0.9
codeplane,1,0.5
opsb-git,0,0.9
suby,0,0.5
humane-rails,1,0.3
ammeter,0,1.0
watir-webdriver-performance,1,0.1
wip,1,0.2
wherex,1,0.6
timely,0,0.4
transloadit,0,0.6
semver2,0,0.9
scorm_cloud,1,0.2
assert_json,0,0.9
ystock,0,0.7
cinch-basic_ctcp,0,0.9
closure,0,0.7
rhaproxy,1,0.0
rjack-jms,0,0.8
dfp_helper,1,0.3
gsmetrics,1,0.3
cxxproject,1,0.5
sc-docs,1,0.1
ruby-rtf,0,1.0
simplecov-rcov-text,0,0.4
swearjar,0,1.0
google-qr,1,0.0
net-ntp,1,0.3
serenity-odt,0,0.6
cauldron,0,0.5
sanultari-growl,1,0.2
domainr,0,0.5
headless,0,0.9
digitalpardoe-rflickr,0,0.3
rails-dev-boost,0,0.8
active_record_mutex,0,0.4
clarify,0,0.3
szilm-validates_timeliness,0,1.0
h,0,0.9
github-shush,1,0.6
erb2haml,0,0.8
em-socksify,0,1.0
google_maps_geocoder,0,0.6
itunes-receipt,1,0.5
rack-useragent,1,0.0
localdev,1,0.4
mini_memory_store,0,0.9
holetse-linkedin,0,1.0
nazca,0,0.9
quantize,0,0.8
url_store,1,0.5
dinero_mail_ipn,1,0.2
simple_captcha2,0,0.7
basecamp,0,0.9
memorable_password,0,0.8
datatrans,0,0.4
intrusion,1,0.2
spreadsheet_on_rails,1,0.3
activerecord_null_object,0,0.6
ccsv,1,0.4
require_all,0,0.8
mongodbmodel,1,0.3
mongodb-model,1,0.3
s3-publisher,0,0.8
capistrano-strategy-copy-bundled,0,1.0
pHash,1,0.4
base_convert,1,0.5
linkedlist,1,0.6
hotspots,1,0.6
jawbone,1,0.9
iq_rdf,1,0.0
dejavu,1,0.0
ruby-ntlm,1,0.4
jeremyevans-exception_notification,1,0.8
hpoydar-chronic_duration,0,0.9
on_the_spot,0,0.9
requestor,1,0.9
pinboard,0,0.9
jabbot,0,0.7
ref,0,0.5
spinach,0,0.7
cinch-identify,1,0.7
rails_soft_deletable,0,0.1
fd-bertrpc,1,0.7
options_library,0,0.5
pauldix-feedzirra,0,1.0
pidlock,1,0.0
redis-search,1,0.5
blogr,1,0.5
rubywmq,0,0.8
janus,1,0.2
gmdprev,1,0.5
rack-maintenance,0,1.0
rest-assured,0,1.0
brianmario-yajl-ruby,0,0.9
radix62,1,0.1
rest-core,0,0.9
anyplayer,0,0.6
resque-delayed,0,0.5
paint,0,0.7
elo,0,0.7
dumbwaiter,1,0.1
railhead_memorize,1,0.7
progressive_io,0,0.6
ansible,0,1.0
redis-classy,1,1.0
cpr_adressematch,1,0.0
storcs,1,0.0
stringvalidator,0,0.9
doublecheck,1,0.0
telegraph,0,0.5
rngtng-bounce-email,1,0.1
igrigorik-em-http-request,0,1.0
be9-rubbr,0,0.7
parent_resource,1,0.4
acts_as_aggregate_root,1,0.4
vanntastic-imgur,1,0.1
bfunj,0,1.0
roda,0,0.4
rom,0,1.0
virtus,0,1.0
dynamoid,0,0.7
feedzirra-etag-patch,0,1.0
benaldred-clearance,0,1.0
amplify,1,0.5
knapo-i18n,0,0.9
cotweet-authlogic,0,1.0
namxam-backup,0,1.0
word-salad,1,0.8
jerryvos-acts-as-taggable-on,0,1.0
fluentmigrator,0,1.0
wireframe-rails3_acts_as_paranoid,1,0.6
seaweed,1,0.3
richmeyers-whenever,0,0.9
techthumb-formtastic,0,0.9
mujhs-rack-gridfs,0,0.7
aihs_devise_invitable,0,0.6
jetpack,0,0.6
ghazel-mysql2,0,0.9
refinerycms-search,0,0.8
namxam-devise,0,1.0
kbaum-rchardet,0,0.7
configoro,1,0.0
sheets,0,0.8
smart_titles,0,0.6
prototype-rails,1,0.5
net-dhcp,1,0.3
slope_one,0,0.6
sort_alphabetical,0,0.7
ruby-mpi,0,0.6
agcod,1,0.1
razyk,0,1.0
nokogiri-diff,0,1.0
attachment-san,1,0.1
j,1,0.2
data_migrate,0,1.0
magic_encoding,1,0.1
activerecord-hierarchical_query,0,0.7
oas,1,0.1
block_hash,1,0.1
causes-hydra,1,0.1
jscrambler,0,0.1
honkster-mongo_mapper,0,1.0
phene-backgrounded,0,0.6
ion,0,0.5
dm-hibernate-migrations,0,0.8
square-arel,0,1.0
squishit,0,0.8
moss,0,0.7
rex,0,0.5
railsware-authlogic,0,1.0
wakame-vdc-agents,0,1.0
qu-airbrake,1,0.2
frahugo-s3sync,0,0.8
bitsa,1,0.4
devise-edge,0,0.8
svenaas-will_paginate,0,1.0
rjack-rome,0,0.9
kazjote-searchlogic,1,0.3
diakonos,0,0.8
vim-update-bundles,0,0.2
nuatt-formtastic,0,0.9
ingamer_raws,1,0.5
darkhelmet-sanitize,0,1.0
somezack-feedzirra,0,1.0
jnunemaker-rack-gridfs,0,0.8
numon,0,1.0
ramon-devise,0,1.0
clever-api,0,0.4
pauldix-sax-machine,1,0.5
do_not_want,1,0.1
linux-kstat,1,0.6
autolang,1,0.1
global_uid,0,0.3
configparser,0,0.7
yasuri,0,1.0
dummy_data,0,0.9
libshadow,1,0.0
fizz-buzz,1,0.4
hooker,1,0.5
infinity_test,1,0.2
periscope,0,0.9
shodan,0,1.0
safely,1,0.8
configy,1,0.0
rjack-httpclient-3,0,1.0
hacker_news_search,1,0.8
pingback,1,0.4
placebo,1,0.0
carter,1,0.1
sevenwire-forgery,1,0.9
unageanu-clickclient_scrap,1,0.7
zbxapi,1,0.8
oso,1,0.2
testrocket,1,0.3
tailor,1,0.4
kangaroo,1,0.9
google_visualr,0,0.9
payday,0,1.0
conan,1,0.1
em-hiredis,0,1.0
gis-distance,1,0.3
be_valid_asset,1,0.7
fiscali,0,0.5
xapian-ruby,0,0.8
rollout,0,0.9
growl,1,0.0
traquitana,0,1.0
johnhenry,0,0.8
rake-performance,1,0.1
steenzout-cfg,1,0.6
genesis,1,1.0
melon,1,0.6
google_directions,1,0.1
rprocfs,1,0.1
imgur,1,0.0
git-pulls,0,0.7
ppe-ruby-geonames,0,1.0
final,0,0.3
cinch-lmgtfy,1,0.0
multitenant,0,0.7
added_methods,0,0.7
gyunyu,1,0.9
abanalyzer,1,0.4
voight_kampff,0,1.0
simpleton,0,0.9
famoseagle-carrot,0,0.5
knife-vsphere,0,1.0
m,0,0.7
rest_client,0,0.7
emoji,0,0.5
conduit,0,0.1
boxrubylib,1,0.3
hakon-lacquer,1,0.5
kebapage,1,0.4
solver,0,0.8
border_patrol,1,0.2
mongoid-rspec-mongoid-rc,0,0.9
appcfg,1,0.4
nasl-pedant,0,0.4
hashidator,0,0.8
girl_friday,1,0.4
massive_record,1,0.1
erp_work_effort,0,0.9
pr-zlib,0,0.8
erp_app,0,0.8
ghazel-pacecar,1,0.8
fat_model_auth,0,0.1
erp_invoicing,0,0.8
happy-titles,0,1.0
snuggie,1,0.1
hodel_3000_compliant_logger,0,0.6
frozen-objects,0,0.8
hen,0,1.0
ichverstehe-em-spec,0,0.3
irecorder,1,0.2
ruby_it,1,0.1
assert_difference,1,0.1
o,1,0.6
get_process_mem,0,1.0
winton-externals,1,0.0
ffi-geos,0,0.9
bmabey-email_spec,0,1.0
sparql,0,0.9
eostrom-zvent,1,0.4
sinatra-linkeddata,0,0.7
ssh-config,0,0.7
css_image_embedder,0,0.8
wcfrestcontrib,1,0.7
tricycle-rack-contrib,0,0.9
catwalk,1,0.0
record_with_operator,1,0.2
format_alias,1,0.0
test-unit-capybara,0,0.2
railroady,0,1.0
mustachio,0,0.9
eew_parser,1,0.6
phusion-backup,0,0.8
to_csv-rails,1,0.7
ruby_bosh,1,0.7
proj4rb,1,0.5
stathat,1,0.3
erp_forms,0,0.9
guard-shell,1,0.2
mini_portile,0,0.9
mimer,1,0.1
compass_ae_starter_kit,0,0.8
gem-orphan,1,0.4
gadgeto,1,0.2
active_merchant_first_data,0,1.0
lumberg,0,0.7
ppcommand,1,0.6
pages,1,0.7
espeak-ruby,0,0.5
immutable_struct,0,0.8
mock_redis,0,0.8
tepco_usage_api,0,1.0
to_xls-rails,0,0.6
instapaper,0,0.9
higml,1,0.0
nasldoc,0,0.1
rjson,1,0.0
guard-ronn,0,0.6
mkfifo,1,0.5
firewool,0,0.9
docxedit,0,1.0
cim,1,0.5
shield,1,0.7
herbgobbler,1,0.4
rgeo-shapefile,0,0.9
redis-lock,1,0.1
mongoid_fulltext,0,0.4
spiceweasel,1,0.1
detect_browser_os,1,0.3
rails_tinymce,0,0.9
thin_async,1,0.3
bit-packer,0,1.0
amnesia,0,0.5
i18n-active_record,0,0.9
saxlsx,1,0.0
cobregratis,1,0.6
ar-audit-tracer,1,0.0
barkeep,0,0.4
nokogiri,0,1.0
sinatra,0,0.8
concurrent-ruby,0,0.8
eventmachine,0,1.0
sequel,0,0.9
n8-attr_encrypted,0,1.0
vk,0,0.9
time_tap,1,0.1
agiley-feedzirra,0,1.0
rlua,0,0.1
sinatra-test-helper,0,1.0
ruby-saml-bekk,0,1.0
jruby-rack-worker,0,0.8
nutheory_rack,0,0.7
sax-machine-nokogiri-1.4.4-safe,1,0.5
plain_record,1,0.1
cbaclig-koala,0,1.0
alkesh-ghost,1,0.1
boggle,1,0.0
cdnjs-command,1,1.0
discover-unused-partials,0,0.8
slug-engine,0,1.0
ibm_db,0,1.0
mobile-fu,0,1.0
bigbluebutton_rails,0,0.8
newick-ruby,0,1.0
solaris-kstat,0,0.7
redis-mutex,0,0.9
ampersat,1,0.2
rconfig,1,0.6
rjack-commons-codec,0,1.0
iterm_window,1,0.5
opengl,0,0.9
knife-bluebox,0,0.5
backgrounded,0,1.0
rack-throttle,0,1.0
modularity,1,0.8
rails-brochure,0,1.0
ar_after_transaction,0,0.8
posterous-lacquer,1,0.4
buoy_data,0,0.4
settler,1,0.6
blur,0,1.0
sinatra-redirect-with-flash,1,0.6
ots,0,0.9
faster_require,1,0.5
acts_as_opengraph,0,0.6
reckoner,1,0.1
challonge-api,1,0.6
acts_as_privilege,1,0.5
simple_state_machine,1,0.8
sunflower,1,0.2
powify,0,0.5
wireframe-rpm_contrib,1,0.3
imdb,0,0.9
nickel,1,0.7
linefit,1,0.0
king_tokens,1,0.5
resque-multi-step,0,0.6
acts_as_permission,1,0.5
safe_shell,0,1.0
oa-webmoney,1,0.0
gofer,0,0.9
red_cloth_formatters_plain,0,0.6
dynect_rest,1,0.8
indefinite_article,0,0.8
tabnav,1,0.1
rspec-set,1,0.0
liquidplanner,1,0.5
classiccms,0,1.0
rails-settings-cached,0,0.9
ruby-ip,1,0.3
table-formatter,0,1.0
lcbo,1,0.2
structr,1,0.1
cri,1,0.9
kronic,1,0.9
levenshtein-ffi,1,0.2
exceptionist,1,0.1
chinese_pinyin,0,0.8
rmagick4j,0,1.0
powder,1,0.9
sendregning,1,0.0
retryable_record,1,0.1
faker-medical,1,0.4
bigbluebutton-api-ruby,0,0.9
fitgem,0,1.0
usps,1,0.3
fixer,0,0.5
hypembot,1,0.4
srbovanje,1,0.6
step-up,0,0.8
soulmate,0,0.3
gyoku,0,0.9
rspec-prof,0,0.4
cacho,0,0.5
rmre,1,0.3
nexmo,0,0.8
currency_switcher,1,0.1
leanback,0,0.8
cabalist,0,0.6
convertable_values,0,0.7
conpar,1,0.0
delayed_job_data_mapper_ste,1,0.5
multilog-collector,1,0.3
wrapped,1,0.0
trinidad_dbpool,1,0.3
railway_flower,0,0.5
trinidad_mysql_dbpool_extension,1,0.2
vault,0,0.7
rays,1,0.1
ospfv2,1,0.2
forgery,1,0.9
flip,0,0.8
hornetseye-frame,1,0.2
rake_commit,0,0.6
inifile,1,0.3
phonelib,0,0.7
command-builder,0,0.6
scrapers,0,0.1
rack-cache,0,0.9
hashery,1,0.4
zookeeper,0,0.9
heel,1,0.4
ruby-numtheory,0,1.0
sunspot_submodel_index,1,0.2
zimbra,1,0.2
uea-stemmer,0,0.4
fishman-eventmachine_httpserver,0,0.9
factory_data_preloader,1,0.1
generic_form_builder,1,0.3
logpoop,0,0.5
resourcer,0,0.7
tokens,0,0.9
vertica,0,1.0
rjack-commons-pool,0,1.0
bitcoin,0,0.9
wicked_pdf,0,1.0
spree_editor,0,1.0
pg_helper,0,0.7
high_voltage,0,1.0
snappy,0,0.8
sprite-factory,0,0.7
resque-lock-timeout,0,0.8
elasticsearch,0,0.4
kitco,0,0.8
libwebsocket,0,0.7
rspec-http,1,0.0
exact-target,1,0.0
ssl_routes,1,0.1
rack-facebook,1,0.1
hidlib,0,0.8
activity_stream,1,0.8
lunchy,0,1.0
raptget,1,0.0
merit,0,1.0
rjack-commons-dbutils,0,0.9
zgomot,1,0.9
jakewendt-html_test,1,0.0
gocardless,1,0.9
getclicky,1,0.1
lyb_devise_admin,1,0.2
vidibus-sysinfo,0,0.8
ruby-poker,0,1.0
hasoffers,0,0.5
simhash,1,0.0
archivist,1,0.5
rjack-jets3t,0,0.9
easy-prof,1,0.0
gist,0,1.0
command-t,0,1.0
vidibus-oauth2_server,0,0.9
oci8_simple,0,0.3
send_nsca,0,1.0
slinky,0,0.6
bencode,1,0.7
progressbar,0,0.6
ical2gcal,1,0.1
word_scoop,0,0.5
holiday_jp,0,0.9
cryptopp,0,0.3
fast_xor,0,0.5
role_model,1,0.8
al_papi,1,0.7
fiddle,1,0.3
time-warp,1,0.4
flickr.rb,1,0.1
get_pomo,0,0.2
bible_gateway,0,0.6
websnap,0,0.8
sys-uptime,0,0.9
evergreen,1,0.7
specific_install,0,0.9
my_zipcode_gem,0,0.5
test-belt,0,1.0
gritter,0,0.6
haml-magic-translations,0,1.0
ankusa,0,0.8
plexus,0,0.8
yibs_commission_junction,1,0.4
gvis,1,0.4
rein,1,0.1
bio-blastxmlparser,0,0.9
rain,0,0.7
diffy,0,0.7
digest-whirlpool,0,0.8
dynect4r,0,0.9
browsermob-proxy,1,0.5
rb-fsevent,0,0.6
itunes,0,1.0
ruby-imagespec,0,0.7
pivotal_shell,0,0.9
hangover,0,0.8
respond-js-rails,0,0.1
lardawge-rfm,0,0.8
ragtag,1,0.0
highlander,0,0.4
rubydoop,0,1.0
hoe-yard,0,1.0
tor,0,0.7
acts_as_eav_model,0,0.7
permalink,0,0.6
nu_wav,1,0.6
foreigner-matcher,1,0.1
karl-growl,1,0.3
dao,1,0.6
nori,0,0.9
jruby-poi,1,0.2
gibberish,0,1.0
prawn_shapes,1,0.0
menumatic,0,0.7
sinatra-cross_origin,0,1.0
roundhouse,0,1.0
etsy,0,0.9
nilify_blanks,0,0.9
interface,0,0.6
sshkey,0,0.5
fanny_pack,1,0.0
mini-smtp-server,1,0.3
my_obfuscate,0,0.9
rack-gridfs,0,0.9
hazelcast-jars,1,0.1
vagrant-aws,0,1.0
gitdocs,0,0.8
iconv,0,0.8
gabba,1,0.5
htty,0,0.7
temping,0,0.9
ruby-net-ldap,0,1.0
heroku-environment,0,1.0
tinnef,0,0.8
rgem2rpm,1,0.2
bravo,0,0.6
number_to_fraction,0,0.4
c-exercises,0,0.8
julien51-sax-machine,1,0.4
hallon,1,0.0
tabulous,1,0.9
restclient,0,0.9
json_spec,1,0.8
work_queue,1,0.2
random_ipsum,1,0.5
textpow,1,0.4
sifttter-redux,1,0.1
turnout,0,1.0
glebpom-db-charmer,1,0.3
orientdb,1,0.7
yam,0,1.0
phrasie,0,0.9
ruby-cldr,0,0.9
memoist,0,0.9
amqp-daemon-kit,1,0.9
sunspot-rails-tester,1,0.4
simple_youtube,0,1.0
linkedin-bdigital,0,1.0
rstruct,0,0.5
gd2-ffij,1,0.8
goodwink-pickler,1,0.5
linode-incandescent,0,0.9
jkaneacumen-will_paginate,0,1.0
kamal-ancestry,0,1.0
viva-declarative_authorization,1,0.6
securid,0,0.2
rack-contrib_stringbot,0,0.9
sensu-plugins-sidekiq-moj,0,0.5
utf8,1,1.0
vk-console,1,0.5
trucker,1,0.1
sys-cpu,0,1.0
mime-types,0,0.9
randumb,0,1.0
farsifu,0,0.9
mongo_mapper_tree,1,0.2
pdf-merger,1,0.4
babel_bridge,1,0.0
rails_log_autotruncator,0,0.7
nokorexi,0,1.0
platypus,1,0.4
shortener,0,0.8
ru_propisju,0,0.4
linkeddata,0,0.6
ft2-ruby,0,0.9
i18n_sync,0,0.7
has_money,0,0.4
sexy_scopes,1,0.3
tr8n,1,0.4
to_lang,1,0.8
block64,0,0.9
teamster,1,0.2
attr_required,0,0.3
cef,0,0.6
CoffeeTags,0,0.9
heroku-autoscale,0,1.0
feature_flipper,1,0.3
gretel,1,0.3
flowdock,0,0.8
avataree,0,0.9
acts_as_orderable,0,0.6
vidibus-recording,0,0.8
tld,1,0.2
authlogic_radius,1,0.0
omnifocus-redmine,1,0.0
ofc2,1,0.2
siba,1,0.9
punching_bag,0,0.7
babelyoda,1,0.4
exchanger,0,0.7
ruby_flipper,1,0.2
regexp_parser,0,0.8
opensrs,0,0.7
typekitty,1,0.5
rucy,1,0.1
cupsffi,0,0.7
jekyll-localization,1,0.0
ffruby,1,0.5
smarter_paperclip,0,1.0
custom_errors_handler,0,1.0
bradleypriest-on_the_spot,0,0.9
data_uri,1,0.3
gpd-request,0,1.0
rubyplb,0,1.0
crummy,0,1.0
servdir,1,0.1
skinny,0,1.0
httmultiparty,1,0.3
fluent-plugin-dstat,0,0.6
greenletters,1,0.7
loofah-activerecord,1,0.5
metaclass,1,0.1
hierarchy,1,0.2
midi-jruby,1,0.4
ultraviolet,1,0.8
flickr_party,1,0.2
contest,0,0.7
signature,0,0.7
flare-tools,0,0.6
damerau-levenshtein,0,0.4
man_parser,1,0.6
mysqlplus,0,0.6
guard-jammit,0,0.7
rb-readline,0,1.0
app,1,0.2
thirtythirty,1,0.0
fibonacci,0,0.8
rhodes-translator,0,0.8
7digital,1,0.7
http-log-parser,0,1.0
hackpad-cli,0,0.4
htauth,0,0.5
heroku-resque-auto-scale,1,0.7
gitswitch,0,1.0
autoreload,1,0.5
pdf-forms,0,0.6
flash-message-conductor,1,0.3
little-plugger,0,0.7
monit,0,0.9
jruby-jms,0,1.0
redis-semaphore,0,1.0
minitest-rails,0,0.7
prspec,1,0.0
nas-yahoo_stock,1,0.6
net-tnsping,0,1.0
kch-dominion,0,0.5
bitfields,0,0.7
faraday-manual-cache,1,0.0
logic,1,0.6
ruby_odata,0,0.7
capcake,0,0.6
validates_url_format_of,0,0.7
activerecord-referential_integrity,1,0.0
light_resizer,0,0.3
getsource,1,0.5
spec_run_queue,1,0.2
resque-concurrent-restriction,0,0.8
actionmailer-with-request,1,0.3
tagen,1,0.3
aua-mite,0,1.0
rspec-instafail,0,1.0
to-csv,0,1.0
query_diet,0,0.8
mongoid-paperclip,0,0.7
signed_json,1,0.3
remote_syslog_logger,0,0.7
