name,abandonment,maintenance.score
rambo,1,0.4
skippy-authlogic,0,1.0
ncurses-ruby,0,0.6
sp-squealer,0,0.0
vpim,1,0.7
ppe-georuby,0,1.0
skylinecms,0,0.5
foolabs-delocalize,0,0.9
graffiti,0,0.3
fletcherm-git-deploy,0,0.7
anideo-embedly,1,1.0
elmer-padrino-warden,1,0.3
moneypools-delayed_job,0,1.0
depq,1,0.2
fxrubi,0,0.9
awesome_nested_set_jrmurad,0,1.0
agnostic-will_paginate,0,1.0
bmabey-vagrant,0,0.7
HeSYINUvSBZfxqA-veewee,0,1.0
elmer-will_paginate,0,0.9
iv-phonic,1,0.5
omnibus,0,1.0
bjeanes-capybara,0,1.0
locomotive_carrierwave,0,1.0
revo-paper_trail,0,1.0
openwsman,0,0.7
lovely-rufus,0,0.4
iching,1,0.8
storage_room,1,0.1
dm-visualizer,0,1.0
polyrex-calendar,0,0.4
rainbow,0,1.0
to_spreadsheet,0,0.8
acts-as-messageable,0,0.5
iban-tools,0,0.7
modernizr-rails,1,0.8
kitabu,1,0.6
retryable,0,1.0
youtube_it,1,0.5
switch_user,0,0.9
guard-test,0,0.9
dir-to-xml,0,0.9
dm-is-reflective,0,1.0
omglog,0,0.8
oma,1,0.7
monologue,0,1.0
irt,0,1.0
riot-gear,0,0.5
ro,1,0.2
swung-weave-buildr,0,0.9
knife-windows,0,0.9
datashift,0,1.0
basics,1,0.8
rbbt,1,0.0
rdf-raptor,0,0.8
solrizer,0,0.5
docker-utils,1,0.1
navigator,0,0.6
despamilator,0,0.8
ost,1,0.8
diffbot,1,0.6
amistad,1,0.7
sequel-rails,0,0.9
ruby-treemap,1,0.7
tod,0,0.7
strongbox,1,0.8
connection_pool,0,0.9
grape,0,0.9
twilio-rb,1,0.4
tidy_ffi,1,0.6
rspec_junit_formatter,0,1.0
clickclient_scrap,1,0.9
rbkb,1,0.2
clockwork,0,1.0
trinidad_postgresql_dbpool_extension,1,0.2
ruby-shout,0,0.6
ore,0,0.9
personnummer,1,0.1
ffi-hunspell,0,0.7
text,1,0.7
board-client,1,0.3
bindata,0,0.8
downspout,1,0.0
bbcloud,0,0.9
atech,0,0.8
ghazel-rpm_contrib,1,0.3
rserve-client,1,0.6
appraiser,0,0.6
mailboxer,0,1.0
ruby_speech,0,0.9
polyrex-feed-reader,1,0.4
fpm,0,1.0
timeliness,0,0.8
kindai,0,0.9
phper,1,0.2
torquebox-backstage,1,0.2
active_fulfillment,0,0.3
fssm,0,0.6
backbone-rails,0,0.7
bugzyrb,1,0.1
treetagger-ruby,0,0.8
declarative_authorization,1,0.7
storage,0,1.0
histogram,0,0.8
schema_comments,0,0.8
json-schema,0,0.9
puppet-rundeck,1,0.1
libarchive-ruby-swig,0,1.0
sms_gateway,0,0.8
taskjuggler,0,0.9
flickr_airlift,0,0.5
mongo_mapper-unstable,0,1.0
wirb,1,0.3
property_sets,0,0.7
aggregate,1,0.6
sweetie,0,0.9
fb_video_url_converter,0,0.9
barometer,1,0.8
activerecord-import,0,1.0
mongoid-tree,0,1.0
win32-clipboard,0,0.3
maid,0,1.0
phone_wrangler,1,0.0
tilt,0,0.9
configurable_engine,0,1.0
radiant-page_factory-extension,1,0.7
rspec-subject-extensions,1,0.7
oa-openid,0,1.0
nanoc-cachebuster,0,1.0
rack-olark,0,1.0
babosa,1,0.8
parsley-store,0,0.7
chronic_duration,0,0.9
rails_config,0,0.8
webidl,1,0.6
the_noggin,1,0.5
tts,0,0.6
ken,0,1.0
nanoc-deploy,1,0.1
visionmedia-growl,1,0.1
shout-bot,1,0.2
guia_mais,1,0.5
cascade,1,0.1
em-synchrony,0,1.0
msgpack_rpc_server,0,0.7
nilclass-maildir,1,0.8
breadcrumbs_on_rails,0,0.6
thoth,0,0.9
mask_validator,1,0.3
hikidoc,0,0.6
reckon,0,0.6
rpam-ruby19,1,0.5
wistia-api,1,0.9
mdprev,1,0.3
couch_i18n,0,0.9
simple_postmark,1,0.9
exiv2,0,0.7
bridgeutopia-simple-rss,0,0.5
cities,0,0.6
the_pagination,1,0.5
oracle_ebs_authentication,1,0.2
jumper,0,1.0
vigenere,1,0.2
nested_layouts,1,0.5
fuzzy_file_finder,1,0.1
time_bandits,0,0.9
capybara-mechanize,0,0.6
ruby-mysql,0,1.0
signet,0,0.9
rubypost,0,0.9
yajl-ruby,0,0.6
pru,0,0.9
gepetto,0,0.7
dummy,0,1.0
gem_hadar,0,0.7
gumdrop,1,0.8
delocalize,0,1.0
rails-latex,1,0.7
phidgets,0,0.6
sys-host,1,0.7
wkhtmltopdf-binary,1,0.4
migreazy,1,0.2
pdf_info,0,0.5
number_to_indian_currency,0,1.0
middleman-livereload,0,1.0
rack-rpc,1,0.3
midi-topaz,1,0.4
vast,1,0.2
clouddns,1,0.3
rdf-rdfxml,0,0.4
resort,1,0.7
narray,0,0.7
gem-release,0,0.8
mapkit,1,0.1
mediashelf-loggable,1,0.3
flowdock-git-hook,0,0.6
indy,0,0.7
memcache,0,0.6
sqlite3,0,0.7
twitter-bootstrap-rails,0,1.0
gpgme,0,0.4
musicbrainz,1,0.6
spira,0,0.6
pdf-reader,0,1.0
de,0,0.9
ruby-gmail,1,0.7
acts_as_status_for,1,0.0
devise_rpx_connectable,0,0.7
exifr,0,0.9
tapout,1,0.2
bones-git,0,1.0
petfinder,0,0.9
simple_states,0,0.7
punchblock,0,0.5
useragent_parser,1,0.1
shoulda,0,0.9
sentient_user,0,0.9
oa-basic,0,1.0
trackerific,1,0.5
debitech_soap,1,0.5
nwn-lib,1,0.3
err_supply,0,1.0
in_threads,1,1.0
minitest,0,0.6
google_currency,0,0.8
rjack-async-httpclient,0,0.9
fpm-cookery,0,0.9
routing-filter,0,0.9
ruby-fogbugz,0,0.8
arturo,0,0.9
backbone-on-rails,0,1.0
dragonfly,0,1.0
heroku_san,0,1.0
libusb,0,0.8
elibri_onix_dict,0,0.3
lolita-menu,0,0.3
sneaky-save,1,0.1
rakismet,0,1.0
pathname2,0,0.3
enumerable-lazy,0,0.8
gepub,0,0.8
rmm5t-flickr_fu,0,0.8
ofac,0,0.4
chefspec,0,1.0
serve,0,0.9
rspec-cells,0,0.9
streamio-ffmpeg,0,0.7
geoip,0,0.5
dboard,1,0.2
ruby-duration,0,1.0
polleverywhere,0,0.8
osdb,0,1.0
pinch,0,0.9
elabs_matchers,0,0.2
xml-sitemap,0,0.8
subprocess,1,0.2
paperclip-ffmpeg,1,0.7
yaml_db,0,0.8
visibilityjs,0,0.9
google-api-client,0,1.0
browsercms,1,0.6
applix,1,0.7
hash_accessor,1,0.5
growl-rspec,1,0.1
nestful,0,0.9
tokener,0,0.8
googleajax,1,0.3
guard-rake,1,0.1
sprockets-redirect,0,0.8
twke,1,0.9
slugtastic,0,0.9
mojibake,0,0.2
pry_debug,1,0.3
delayed_job_active_record,0,0.9
trinidad,0,0.6
ruby-nuggets,0,1.0
ruby-units,0,0.9
win32-eventlog,0,0.8
supermarket,1,0.2
deep_merge,0,0.8
twitter_oauth,1,0.0
SlimTest,0,0.5
jshint,0,0.3
rcap,1,0.8
webrobots,0,0.9
namxam-authlogic,0,1.0
bio-ucsc-api,1,0.3
will_paginate-rails3,0,1.0
yetanothernguyen-delayed_job,0,1.0
h13ronim-capybara,0,1.0
pgxn_utils,0,0.8
openlogic-couchrest_model,0,0.9
rdp-mysql2,0,0.9
artemk-cache-money,1,0.5
ghazel-acts-as-taggable-on,0,1.0
mconnell-declarative_authorization,1,0.6
jmx,1,0.0
nunit,0,1.0
dm-core,1,0.9
ramaze,0,1.0
bouncy-castle-java,0,1.0
git-hub,0,0.9
jdbc-mysql,0,1.0
compatriot,0,0.8
doitian-tmuxinator,0,1.0
orend-sax-machine,1,0.6
litmus,0,0.2
externals,1,0.1
kbaum-rails_sequel,1,0.1
humpyard_form,0,0.9
fuzzy-string-match,1,0.7
encryptor,0,1.0
mp4info,0,0.2
em-sequence,0,1.0
validation_scopes,0,0.9
hparser,0,0.9
acts_as_geocodable,0,0.8
rdf-microdata,0,0.8
winrm,0,0.8
fast_trie,0,0.8
multimap,1,0.2
rerun,0,0.8
net-http-server,1,0.1
hudson-remote-api,0,0.4
breadcrumbs,0,0.9
charazard,1,0.2
fast-aes,1,0.4
pericope,0,0.6
file-tail,0,0.7
prowl,0,1.0
hipchat,0,1.0
acts_as_api,0,0.8
cinch-title,1,0.2
geonames,0,0.8
default_value_for,0,1.0
orm_adapter,1,0.3
sushi,0,0.7
unobtrusive_flash,0,0.9
progress_bar,0,1.0
pre-commit,0,0.9
aws_cf_signer,0,0.3
eventmachine_httpserver,0,1.0
serialization_scopes,1,0.5
flutie,1,0.9
sandboxer,0,0.9
slim-rails,0,1.0
union,0,0.6
currency_select,1,0.8
pusher-client,0,0.8
epm,1,0.1
nest,1,0.2
net-proto,0,0.8
gene,0,0.7
dummy-apartment,1,0.3
tabs_on_rails,0,0.7
state_pattern,1,0.3
websocket-rack,1,0.0
jumpstart_auth,0,1.0
filmbuff,0,0.8
validates_lengths_from_database,0,0.8
with_model,0,0.9
equivalent-xml,1,0.5
web_crawler,0,1.0
morsecode,0,1.0
em-file-utils,0,1.0
modelish,1,0.0
postgres-copy,0,0.7
hanna-nouveau,0,0.7
forme,0,0.4
myaso,0,0.6
schema_associations,0,0.7
validators,0,0.8
hookup,0,0.8
bumbler,0,0.8
shortly,0,0.9
appraisal,0,0.7
active_scaffold_sortable_vho,1,0.5
todoist,1,0.3
medieval,0,0.3
aweber,1,0.2
paginate,0,1.0
pg_audit_log,0,0.8
text_parser,0,0.9
clamp,0,0.9
decoration_mail,1,0.3
mediawiki-gateway,0,0.8
nameboy,1,0.3
googl,1,0.8
uppercutbuild,0,0.9
attribute-defaults,1,0.0
rack-google-analytics,1,1.0
parse-cron,0,0.8
rpm_contrib,1,0.3
hashslice,0,1.0
lazy_high_charts,0,1.0
apn_sender,0,0.9
net-ftp-list,0,0.7
rails-web-console,0,0.9
rubyfca,0,0.7
rfc822,1,0.3
ruby-rc4,1,0.6
youtuber,0,0.9
values,0,0.8
ruboty-japan_weather,1,0.1
http_logger,1,0.3
odf-report,0,0.6
valvat,0,0.5
ghazel-geoip,0,0.6
pegarus,1,0.5
middleman-blog,0,1.0
ipscanner,0,0.5
capistrano-gity,1,0.0
carrierwave_backgrounder,0,0.9
ffi-coremidi,0,0.6
rexical,1,0.6
seedbank,1,1.0
bookyt_pos,0,1.0
alchemist,1,0.6
guard-haml,0,0.7
knife-openstack,0,0.7
fluent-plugin-assert,1,0.1
embedly,1,0.8
windows-api,1,0.6
qif,0,0.8
guard-less,0,0.5
guard-rspec,0,1.0
cielo,0,0.6
active_wrapper-solo,1,0.4
crypt-fog,1,0.2
libravatar,0,0.8
giternal,0,0.6
zodiac,1,0.6
crazycode-cap-recipes,1,0.2
tn_pdf,1,0.1
albino,1,0.7
avdt_ldap,1,0.2
em-net-http,1,0.1
data_table,1,0.1
alongslide,0,0.2
hooks,0,0.8
delayed_job_mongoid,0,1.0
binary_search_tree,0,0.6
crowdflower,1,0.2
view_models,1,0.6
Text,1,0.6
spotify,0,1.0
publishing_logic,0,0.5
loops,0,0.7
robot-vim,1,0.4
cachy,1,0.7
fusion,0,0.6
exacttarget,1,0.3
image_size,0,0.6
the_simple_sort,1,0.3
wikibot,0,0.7
git-precommit,1,0.2
gyomu_ruby,0,0.6
cache,0,0.5
deluxe_publisher,0,0.7
dupe,1,0.1
capistrano-dotgpg,1,0.1
lumber,1,0.4
image_suckr,1,0.0
slop,0,0.8
google_url_shortener,0,0.7
rubyc,1,0.2
active_scaffold_vho,1,0.1
backup2s3,0,0.5
oa-more,0,0.9
i18n-js,0,1.0
vidibus-fileinfo,1,0.7
consadole_aggregator,1,0.3
threatexpert,1,0.2
hackerdude-aws,0,0.9
persistize,1,0.1
gauntlet,1,0.1
antlr3,1,0.9
iso-639,0,0.8
stylus,1,1.0
enju_subject,0,0.9
salsa20,0,0.8
active_wrapper,1,0.7
ragweed,1,0.5
journeta,1,0.7
sequel-hive-adapter,0,0.8
guard-spork,1,0.9
translations_sync,1,0.3
refinerycms-copywriting,0,1.0
rack-console,1,0.0
nofxx-georuby,0,0.7
squall,1,0.1
om,0,0.4
kafka-rb,0,0.9
puffer,1,0.2
ytljit,1,0.1
maventhought.commons,1,0.5
spree_advanced_cart,1,0.4
xthreads,1,0.3
mirage,0,1.0
rbvmomi,1,0.7
flickr_fu,0,0.9
sk_sdk,0,0.7
resque-cleaner,0,0.9
mini_fb,0,1.0
http_redirect_test,1,0.0
couchrest_model,0,0.9
metamri,0,0.6
guard-livereload,0,1.0
fastimage_resize,1,0.5
geo_ip,0,1.0
raydash,1,0.3
reevoo,1,0.3
capistrano_database_yml,1,0.4
dragonfly-mogilefs,1,0.2
capsum,0,0.9
ansi,1,0.8
cul-handles,1,0.0
autotest-fsevent,0,0.8
business_days,1,0.0
correios-frete,0,0.9
validations,1,0.3
googledocviewer,1,0.0
postrank-uri,1,0.9
aws-ses,1,0.0
easy_weixin,1,0.0
enumeration,1,0.3
vidibus-resource,0,0.4
rspec2-rails-views-matchers,0,1.0
titleize,0,0.4
prawn-qrcode,1,0.2
phone,0,0.9
mocha,0,1.0
jimmy_jukebox,0,0.4
acts_as_textcaptcha,1,0.8
flag_shih_tzu,0,0.6
adauth,0,0.8
custom_fields,0,1.0
svn2git,1,0.9
tolk,0,1.0
seed-fu,0,1.0
correios-sro,0,0.9
coloration,0,0.8
rdf-json,0,0.6
elk,0,1.0
sequel_postgresql_triggers,0,1.0
af,1,0.8
guard-annotate,0,0.8
milkode,0,0.7
omniauth,0,1.0
postgresql_cursor,0,0.9
scoped_search,0,1.0
dogapi,0,0.7
mongify,0,0.9
rdf-trix,0,1.0
radiant-mailer-extension,1,0.3
etl,1,0.9
honkster-active_hash,0,1.0
intermodal,1,0.6
ghazel-closure-compiler,0,0.9
swarm,0,0.3
rgviz-rails,0,0.1
rubygems-mirror,0,0.8
mysql_rake_tasks,0,1.0
spriter,0,0.6
gem-browse,1,0.4
sched,0,0.8
wasabi,0,0.9
sys-filesystem,0,0.9
httplog,0,0.4
markdown-toolbar,0,0.8
extendmatrix,1,0.1
stevenson,0,0.9
rack-accept,0,0.7
completeness-fu,1,0.2
resque-restriction,0,0.5
als_typograf,0,0.8
tweetstream,0,0.9
pms,0,0.9
writeexcel,0,0.7
activerecord-postgresql-cursors,0,1.0
icu_ratings,0,0.6
slogger,1,0.9
i3-ipc,1,0.1
mongoid_rateable,1,0.8
formatador,1,0.8
recordselect_vho,1,0.5
publishable,1,0.7
vienna,1,0.0
osc-ruby,1,0.7
ticket_sharing,0,0.6
pickler,1,0.2
ruby-nessus,0,0.9
kelp,1,0.3
net-sftp,0,0.6
shout-bot-portertech,1,0.2
rack-backend-api,0,1.0
gem-open,0,1.0
uniquify-uuid,1,0.1
table-for,0,0.7
s3sync,0,0.9
unified_diff,1,0.0
fancy_irb,0,0.7
ghost,1,0.2
authlogic_crowd,1,0.0
microformats2,0,0.2
gem-licenses,0,0.4
CacheBar,0,0.7
fancybox-rails,0,0.9
rego-ruby-ext,0,1.0
rawler,1,0.9
carrot,0,0.7
pg_search_scope,1,0.0
mixable_engines,1,0.0
plupload-rails,0,0.7
openurl,1,0.0
show_for,0,0.9
scrivener,0,0.6
therubyrhino,0,0.7
ultraviolet1x,1,0.3
omniauth-flickr,0,0.5
requests_counter,0,1.0
transmuter,1,0.0
weakling,1,0.1
i18n_generators,0,1.0
cloudq_client,1,0.0
jquery-datatables-rails,0,1.0
activeuuid,0,1.0
urban,0,0.4
uber-s3,1,0.3
schematic,1,0.3
tiny_site,1,0.1
stock_quote,0,1.0
rumonade,0,0.8
acts_as_unvlogable,0,0.9
s3cp,0,0.8
verilog_rename,1,0.6
fresh_connection,0,0.5
simple_auth,0,0.8
moob,0,0.7
certified,1,0.3
fake_gem_push,0,0.4
waitfor,1,0.2
retort,1,0.8
capper,1,0.1
machined,1,0.6
kss,0,1.0
lolita-translation,1,0.0
rjb,0,0.8
oracle_raw,1,0.0
fullcontact,0,0.4
stringex,0,1.0
recurrence,0,0.7
ferret,0,0.8
murmur-rpc,0,0.9
rack-cerberus,0,1.0
tvdb_party,1,0.4
acts_as_sweepable,0,0.8
backupit,0,0.5
choice,1,1.0
split-analytics,0,0.7
diff_parser,1,0.1
pivotal_to_pdf,1,0.7
seedling,0,0.5
devise_security_extension,0,1.0
uuid,0,0.9
daemons,0,0.8
less-rails,0,1.0
migration_tools,0,0.8
mailmanager,1,0.2
csswaxer,1,0.5
bcdatabase,1,0.0
polyrex-createobject,0,0.7
jpegtran,0,0.8
rack-restful_submit,0,0.8
thrift_client,1,0.6
file-temp,0,0.9
rsdl,1,0.4
CFPropertyList,0,0.8
brcep,0,0.9
archive-tar-external,0,0.9
sshkeyauth,1,0.2
caramelize,1,0.7
enumerated_field,1,0.3
rubymisc,1,0.2
tor-privoxy,0,0.4
blocks,0,0.8
right_scraper,0,0.9
untappd,1,0.2
memcached_store,0,0.3
bitmask_attributes,0,0.6
docomo_css,1,0.6
mongoid_slug,0,1.0
lcclasses,0,0.9
colorize,1,0.8
mysql,1,0.8
postmark,0,0.9
sec_query,1,1.0
mizuno,0,0.9
diamond,1,0.3
jared,1,0.2
graphael-rails,1,0.0
certificate_authority,0,0.7
docdiff,0,1.0
ios-checkboxes,1,0.5
simple_roles,1,0.2
capistrano-drupal,0,0.0
em-proxy,0,1.0
ostatus,1,0.1
ruby-ogg,1,0.5
fbgraph,1,0.6
fred,0,1.0
glog,0,1.0
deactivatable,1,0.0
rake-builder,0,0.7
mingo,0,1.0
twitter-stream,1,0.4
aws-ses-rails31,1,0.3
net-http-uploadprogress,1,0.7
guard-resque,1,0.7
yui-rails,0,1.0
cameleon,0,0.9
devise-mongo_mapper,1,0.4
progress,0,0.6
zombie_passenger_killer,1,0.1
hearken,1,0.0
hit_counter,0,0.8
jekyll-rendering,1,0.0
bard_static,1,0.6
scala-library-jars,0,0.4
linode,0,0.6
ptools,0,0.7
ruby-smpp,1,0.7
natto,0,0.8
rdf-sesame,0,0.8
i18n_plus,0,1.0
tagtical,1,0.7
yieldmanager,0,1.0
paypal_adaptive,0,1.0
akka-actor-jars,0,0.5
ey_services_api,0,0.3
adyen,0,0.5
guard-ctags-bundler,0,0.9
number_to_words_ru,0,0.7
numbers_in_words,0,0.9
psyho_juicer,1,0.1
optimus-ep,0,0.7
payone_connect,1,0.6
midilib,0,0.8
proc-wait3,0,1.0
rsec,0,0.9
httpclient,0,0.9
enchant,0,0.8
em-ssh,1,0.2
geos-extensions,0,1.0
sinatra-assetpack,0,1.0
apotomo,0,0.8
alsa-rawmidi,1,0.1
split-export,0,0.6
metamagic,1,0.9
opt-simple,1,0.7
stamp,1,0.8
erroneous,1,0.5
adamtanner,1,0.2
trisulrp,0,0.5
simplificator-withings,1,0.2
money_persistent_bank,0,1.0
rdoc_osx_dictionary,1,0.3
gon,0,1.0
sinatra-namespace,0,1.0
sham_rack,0,1.0
taza,0,0.9
bitcoin-client,1,0.3
soywiki,0,1.0
htmlentities,0,0.9
manticore,0,0.5
crack,0,1.0
metar-parser,0,0.9
socksify,0,0.9
win32-sound,1,0.0
moneta,0,0.9
grim,1,0.1
daemon-kit,1,0.4
ruby-readability,1,1.0
ox,0,0.8
msgpack-rpc,0,0.4
pry-remote,1,0.9
resque-retry,0,1.0
dbi-dbrc,0,0.7
capistrano-mysqldump,1,0.9
water,0,1.0
xcoder,1,0.5
recipiez,0,0.9
sugarfree-config,1,0.0
confit,0,1.0
rspec_sequel_matchers,0,0.5
rails-backbone,0,1.0
gimli,0,1.0
redpear,0,0.5
ssh-key-sync-man,0,0.8
rack-test,0,0.6
biggs,0,0.7
columnize,1,0.2
zencoder,1,0.4
continued_fractions,1,0.7
spree_product_assembly,0,1.0
swt,1,0.0
replicate,1,0.2
ruby-saml-for-portal,0,0.9
glennr-pickler,1,0.3
right-popen,0,0.2
gotime-postgis_adapter,0,0.9
object-let,0,0.4
ppe-postgis-adapter,0,0.9
rails3_acts_as_paranoid_create,1,0.7
expertiza-authlogic,0,1.0
gdbm,0,0.8
rails-backbone-sp,0,1.0
jello,0,0.4
rdp-rautomation,1,0.5
activewarehouse-etl-sgonyea,1,0.9
rudil,1,0.7
rspec-steps,0,0.9
sciruby,0,0.8
benchmeth,1,0.0
photostat,0,1.0
paypal_nvp,0,0.4
ghi,0,1.0
preamble,1,0.3
blobject,0,0.9
haversine_distance,1,0.2
test_xml,1,0.3
wdd-ruby-ext,1,0.8
gems,1,0.9
ie_iframe_cookies,1,0.5
foursquare2,1,1.0
contact_us,0,0.9
jsonpath,0,1.0
capybara-screenshot,0,1.0
passmakr,1,0.3
rgeo,0,0.7
mate,1,0.4
google_books,1,0.1
uri-query_params,0,1.0
jira4r,0,0.7
i2cssh,0,0.7
cucumber_factory,0,0.8
quickbase_client,0,0.3
reve,0,0.9
rack-jekyll,0,1.0
acts_as_sane_tree,1,0.6
pagseguro,0,1.0
attr_encrypted,0,0.8
jquery_mobile_rails,1,0.2
rdf-turtle,0,0.6
hitch,0,0.9
excellent,0,1.0
frappuccino,0,0.4
ruco,0,0.9
bane,1,0.9
vimeo,0,1.0
basic_assumption,0,0.9
opsview_rest,0,0.3
win32-mutex,0,0.4
micromidi,1,0.7
cycr,0,0.7
rumember,0,0.7
wkhtmltopdf-heroku,0,1.0
devise-neo4j,0,0.6
supermodel,1,0.4
jasper-rails,1,0.2
trinidad_init_services,1,0.8
imap_processor,1,0.5
coerce,0,0.7
rack-ssl-enforcer,0,0.9
rim,0,0.8
ratelimit,1,0.4
launchy,0,0.8
validator_attachment,0,1.0
gupshup,1,0.0
sapoci,0,0.7
drip,0,0.9
fedex,0,1.0
iis-access-log-parser,1,0.0
delicious-cli,1,0.6
fluent-plugin-scribe,1,0.7
sinatra-backbone,1,0.0
almodovar,0,0.5
harukaze,0,0.1
auto_html,0,0.9
apod,0,1.0
stonewall,1,0.0
thor_plus,0,0.4
jgrep,0,1.0
rockhands,1,0.0
exchange,0,0.8
rally_api,0,0.9
omniauth-ldap,0,0.6
solve,0,0.7
youtube_search,1,0.6
mail_safe,1,0.4
linkedin-saimonmoore,0,1.0
canard,1,1.0
rpeg-multimarkdown,1,0.3
rubyvis,1,1.0
timetoday,1,0.6
trollscript,0,0.8
namecheap,1,0.8
serialport,1,0.3
guard-process,1,0.4
lonelyelk-gphoto4ruby,1,0.1
zvent,1,0.1
dcell,0,0.9
em_aws,0,0.5
premailer-rails3,0,0.9
clucumber,1,0.7
custom-twitter-bootstrap-rails,0,1.0
cramp,1,0.3
sprockets-helpers,0,1.0
jpzwarte-activerecord-jdbc-adapter,0,1.0
parseconfig,0,0.9
pivot_table,0,0.5
dindi,0,1.0
api_cache,0,0.4
cloudfront-signer,1,0.2
on_irc,0,1.0
rstrip,0,0.9
capistrano-multiconfig,0,0.6
jnunemaker-crack,0,1.0
capistrano-gitflow,0,1.0
six,0,0.8
esp-commons,0,0.6
twine,0,1.0
rubylog,0,0.9
pa,1,0.7
session,1,0.5
spork,1,0.8
resque_unit,0,0.7
crispy-grid,0,0.8
active_hash,0,0.9
aebus,0,0.9
hostconnect,0,0.6
annotate,0,0.9
highlight,0,0.8
engtagger,0,0.4
traveller,1,0.2
toodledo,0,0.7
rack-legacy,1,1.0
gmaps4rails,0,1.0
lacquer,1,0.5
doc_raptor,0,0.5
mail_form,0,1.0
matthuhiggins-foreigner,0,1.0
dm-is-list,1,0.6
yard-cucumber,0,0.8
git-media,1,0.6
jquery-ui-themes,0,1.0
ruby_micro_benchmarks,1,0.8
jobviter,1,0.0
em-redis,1,0.6
moxy,0,0.6
hiera-gpg,0,0.7
money-open-exchange-rates,0,1.0
cassiopee,0,0.3
nbrb_currency,1,0.0
sensu-dashboard,1,0.7
clamsy,0,0.9
unf,1,0.2
comscore_ruby,1,0.1
redlander,1,0.4
qu-exceptional,1,0.1
qu-redis,1,0.1
source-tools,1,0.1
fluent-plugin-growl,0,0.7
qu,1,0.2
mimemagic,0,1.0
grosser-fast_gettext,0,0.6
ballou_sms_gateway,1,0.0
crypt-rot13,0,0.9
highcharts-rails,0,1.0
miniskirt,0,0.8
test_notifier,1,0.1
magicmonkey,1,0.0
ruby_danfe,0,0.9
activity_feed,1,0.9
cucumberator,1,0.1
haml_coffee_assets,0,0.5
upmark,0,0.6
favicon_maker,0,0.8
em-winrm,0,0.9
enum_column3,1,0.2
leftronicapi,1,0.0
omniauth-vkontakte,0,1.0
gemline,0,0.5
CatchNotes_api,1,0.2
guard-spinach,1,0.6
s3,0,1.0
copyscape,0,0.6
cups,0,0.6
lolita-i18n,0,0.8
ingreedy,0,0.9
rails-footnotes-linux,0,1.0
syslogger,0,1.0
ci_reporter,0,1.0
mongoid-simple-tags,0,0.8
rubycron,0,0.7
n8-heroku-autoscale,0,0.7
run_keeper,0,0.4
em-spec,0,0.6
waj-ruby-llvm,1,0.6
couchbase,0,0.8
r2,0,0.5
acts_as_paranoid,0,0.8
dropcaster,0,1.0
meta-tags,0,0.8
coreaudio,0,1.0
anodator,0,0.8
omniauth-github,1,0.8
etherpad-lite,1,0.0
rack-neverlocal,0,0.7
readingtime,0,0.6
attempt,0,1.0
manifest-destiny,0,1.0
gatling_gun,1,0.2
simple-rss,0,0.8
dwc-archive,0,0.9
watch-paths,0,0.7
rack-cors,0,0.9
fattr,0,0.8
minitest-debugger,1,0.3
dbi,0,0.7
action_links,1,0.1
bio-dbla-classifier,1,0.6
acts_as_solr_reloaded,0,0.6
chatterbot,0,0.9
gibbon,0,0.9
acts_as_tenant,0,1.0
mixlib-config,0,0.7
mtgox,1,0.5
datamappify,1,0.5
panoramic,0,1.0
simple_show,1,0.1
crunchbase,1,0.5
bouncer,1,0.0
rack_csrf,0,1.0
rforce,1,0.9
soundcheck,1,0.1
kete_gets_trollied,1,0.0
xot,1,0.1
datasift,0,0.7
range_math,1,0.4
offline,0,0.7
yardstick,0,0.9
beaver,0,0.8
sitemap_generator,0,0.7
wraptext,1,0.3
confluence-client,1,0.0
em-eventsource,0,1.0
silk_icons,1,0.1
abak-flow,1,0.8
surus,0,0.8
migrant,0,0.9
activerecord-connections,0,0.8
nimbus,0,0.8
oldtime,0,0.0
rconomic,0,1.0
rack-canonical-host,0,1.0
